,author,title_abstract
544,Céline Alec, approche enrichissement textes données article étiquetage documents concepts besoins utilisateurs particularité contexte difficulté concepts étiquetage réalisations documents définitions départ informations documents problème processus annotation étapes données documents ressources étape raisonnement données apprentissage définitions concepts phase définitions approche enrichissement fondements apports outils texte raisonnement évaluation domaines application résultats qualité intérêt approche
545,Guilaine Talens, approche évolution données sources knowledge date
546,Danielle Boulanger, approche évolution données sources knowledge date management connaissances domaine patrimoine émergence connaissances communautés article résultat recherche processus littérature création connaissances communautés définition travail concept communauté échange connaissances groupes communautés théorie émergence modélisation outil communautés membres émergence connaissances outil connaissances possibilités publication recherche informations membre communauté processus personnalisation
547,Fatma Chamekh, approche évolution données sources knowledge date
548,Quentin Brabant, approche réduction dimensionnalité agrégation préférences méthode réduction dimensionnalité pourdes données préférences espace évaluations méthode complexité desprocédures apprentissage modèle agrégation données modèle agrégation apprentissage modèle données optimisation paramètres nombre critères méthode réduction relations éléments données résultats applications
549,Fabien Labernia, approche réduction dimensionnalité agrégation préférences méthode réduction dimensionnalité pourdes données préférences espace évaluations méthode complexité desprocédures apprentissage modèle agrégation données modèle agrégation apprentissage modèle données optimisation paramètres nombre critères méthode réduction relations éléments données résultats applications
550,Djamel Abdelkader Zighed, mesure phrases noyaux approche calcul phrases noyaux noyaux verbe objet information phrases extraits noyaux indicateurs apprentissage phrases experts importance indicateur modèle mesure entrephrases études estimation phrases performances outil navigation cours développement classificateurs base voisinage apprentissage méthodes qualités méthodes référence domaine forêts partitionnements espace représentation frontières axes conséquences espace représentation qualité approche manière structure apprentissage article graphes voisinage performances expérimentations equivalence mesures proximité choix mesure proximité objets impact résultats opération classification comparaison évaluation structuration objets problème utilisateur mesures proximité notion préordonnances article approche mesures proximité équivalence concept équivalence structure voisinage équivalence mesures proximité structure mesure liens approches plan principe comparaison exemple quinzaine mesures littérature construction noyaux apprentissage arbres arbres décision noyau propriétés noyau conditions exemples espace vote arbres optimalité dansl espace noyau expérimentations utilisation arbres marge résultats discretization arbres décision classificateurs processus construction apprentissage contexte attributs points coupure papier points coupure méthode échantillonnage résultats approche méthodes discrétisation contrast résultats bootstrap résultats pistes construction arbres décision critères arbres décision arbres décision données auteurs mesures problème évaluation arbres article qualité arbres décision mesure entropie choix conclusions validation règles arbres classification article validation règles contexte ciblage profils type valeurs concepts différence nombre exemples nombre hasard contexte papier notions indice intensité implication règles arbres décision alternatives résidus modélisation données usages indicateurs implication règles arbres évaluation règles utilisation critère choix conclusion règle mesure mesures shannon contexte codage transmission information milieu années domaines apprentissage graphes induction arbres décision usage mesures modèles prédiction explication faiblesse propriétés distribution taille échantillon propriétés axiomatique besoins mesure axiomes comparaison méthodes apprentissage graphes voisinage indexation interrogation images découverte informations données tâche cause structure interprétation face situation utilisation index données critères article améliorationà interrogation images méthode jour voisinage structure index multimédia manière localisation points résultats données catégorisation textes fouille données champ données variété conférences étude textes classement textes outils analyses extraction terminologie concepts espace représentation apprentissage individus voisinage résultats réduction dimensionnalité modèle interrogation images article modèle représentation images image aide vecteur caractéristiques noeud voisinage exploration navigation base noeud images requêtes modèle image vecteur caractéristiques jour voisinage travail domaine fouille données
551,Samir Amir, mesure phrases noyaux approche calcul phrases noyaux noyaux verbe objet information phrases extraits noyaux indicateurs apprentissage phrases experts importance indicateur modèle mesure entrephrases études estimation phrases performances outil navigation cours développement approche explosion multimedia utilisation gestion contenus accès interopérabilité langage description systèmes limites traitement informations article système intégration schémas méthode recours types information précision
552,Aimene Belfodil, méthode découverte motifs traces mobilité traces mobilité capteurs fins problèmes méthodes comportement individu manière points intérêts exemple modèle travaux manière article méthode individu donton trace mobilité motifs mobilité motif description ensemble visites points intérêt individu motif phase mobilité individu expérimentation traces mobilité véhicules résultats
553,Julien Zarka, méthode découverte motifs traces mobilité traces mobilité capteurs fins problèmes méthodes comportement individu manière points intérêts exemple modèle travaux manière article méthode individu donton trace mobilité motifs mobilité motif description ensemble visites points intérêt individu motif phase mobilité individu expérimentation traces mobilité véhicules résultats
554,Marc Plantevit, méthode découverte motifs traces mobilité traces mobilité capteurs fins problèmes méthodes comportement individu manière points intérêts exemple modèle travaux manière article méthode individu donton trace mobilité motifs mobilité motif description ensemble visites points intérêt individu motif phase mobilité individu expérimentation traces mobilité véhicules résultats découverte modèles règles issue phénomène perception cerveau enjeu règles propriétés poids nombre qualités règles découverte groupes méthodes qualité qualités model sousensemble approche découverte groupes caractéristiques technique énumération issue fouille redescriptions méthode base données groupes motifs variations connaissances sommets exemple contexte interactions attributs sommets fouille analyse doncle potentiel généralisation spécialisation algorithme motifs évolution niveaux ensembles sommets tendances temps nosexpérimentations utilisation hiérarchie collections motifs information méthode communautés réseaux attributs systèmes analyse propriétés structures communautés réseaux desattributs liens temps détection forme partition noeuds système assistance caractérisation représentation réseaux séquences noeuds mesures valeurs attributs motifs lesplus noeuds comportements communauté réseau collaboration extraction variations propriétés sommets position réseaux fouille données approches niveau étude propriétés distribution degrés niveau extraction denses méthode motifs propriétés réseau motifs variations sommets exemple motif réseau auteurs nombre publications centralité sommets correspondants réseau travail propriétés propriétés domaine variations motifs contexte bibliographique dblp extraction ensembles méthode fouille données étiquettes sommet application exemple chercheurs auteurs étiquettes conférences extraction ensembles sommet étiquettes méthode ensembles conjonction analyste nombre taille nombre étiquettes expérimentations approche graphes données évidence structures motifs delta extraction motifs tâche défi nombre motifs produits article approche motifs fréquence extension notion motifs problème séquences motifs delta produits nombre usages processus fouille apport contexte classification séquences extraction motifs gestion candidats extraction motifs corrélations événements cours temps dimensions motifs motifs nombre motifs article représentation garantie perte information motifs extraits gestion candidats extraction séquences motifs domaine fouille données introduction travaux domaines application contexte spécificités dimensions éléments dimension article méthode connaissances niveaux vue concept séquences cd pattern jeux données intérêt approche terme robustesse motifs extraits
555,Perrine Pittet, visualisation utilisateurs cartographie cartes application version cartes données statistique utilisateurs cartes données ans retours utilisateurs qualité cartes partie connaissance données capacité outils représentation utilisateurs données descartes qualité outil visualisation connaissances espaces travail utilisateurs outil visualisation ladémonstration
556,Zoubida Kedad, clustering type sources sources predefined nature express contribution structure sources relying clustering types
557,Kenza Kellou-Menouer, clustering type sources sources predefined nature express contribution structure sources relying clustering types
558,Thomas Dietenbeck, framework segmentation annotation segmentation annotation objet intérêt démocratisation reconstruction approche tâche étapes maillage approche étape traitement images méthodes segmentation annotation approches ajustements implémentation modification connaissances travail cadre fonctionnement mélange segmentation annotation nombre étapes segmentation résultats faisabilité approche système générique forme concepts propriétés objet géométrie concepts ontologie expert domaine description domaine assemblage segmentation annotation objets propriétés étape données information approche avantages objets connaissance traitement images propriétés objet terme concepts cadre domaine réalisation segmentation annotation connaissance erreurs segmentation temps calcul algorithme
559,Marco Attene, framework segmentation annotation segmentation annotation objet intérêt démocratisation reconstruction approche tâche étapes maillage approche étape traitement images méthodes segmentation annotation approches ajustements implémentation modification connaissances travail cadre fonctionnement mélange segmentation annotation nombre étapes segmentation résultats faisabilité approche système générique forme concepts propriétés objet géométrie concepts ontologie expert domaine description domaine assemblage segmentation annotation objets propriétés étape données information approche avantages objets connaissance traitement images propriétés objet terme concepts cadre domaine réalisation segmentation annotation connaissance erreurs segmentation temps calcul algorithme
560,Jean-Marie Favreau, framework segmentation annotation segmentation annotation objet intérêt démocratisation reconstruction approche tâche étapes maillage approche étape traitement images méthodes segmentation annotation approches ajustements implémentation modification connaissances travail cadre fonctionnement mélange segmentation annotation nombre étapes segmentation résultats faisabilité approche système générique forme concepts propriétés objet géométrie concepts ontologie expert domaine description domaine assemblage segmentation annotation objets propriétés étape données information approche avantages objets connaissance traitement images propriétés objet terme concepts cadre domaine réalisation segmentation annotation connaissance erreurs segmentation temps calcul algorithme
561,Ahlem Othmani, framework segmentation annotation segmentation annotation objet intérêt démocratisation reconstruction approche tâche étapes maillage approche étape traitement images méthodes segmentation annotation approches ajustements implémentation modification connaissances travail cadre fonctionnement mélange segmentation annotation nombre étapes segmentation résultats faisabilité approche système générique forme concepts propriétés objet géométrie concepts ontologie expert domaine description domaine assemblage segmentation annotation objets propriétés étape données information approche avantages objets connaissance traitement images propriétés objet terme concepts cadre domaine réalisation segmentation annotation connaissance erreurs segmentation temps calcul algorithme
562,Marion Moulinou, paramètres recherche information etude influence paramètres résultats article millions résultats recherche information paramétrages systèmes recherche information rungeneration exécutions run modèles indexation recherche résultats mesures performance recherche information données paramètres influence valeurs paramètres performances système
563,Eric Fourboul, visualisation opinions cadre veille opinions tâche identification classification textes travail problème opinions contexte veille approche résultats opinions utilisation termes clés veille approche démonstration expérimentation veille opinions tweets
564,Mohamed Dermouche, visualisation opinions cadre veille opinions tâche identification classification textes travail problème opinions contexte veille approche résultats opinions utilisation termes clés veille approche démonstration expérimentation veille opinions tweets mesure évaluation méthodes extraction vraisemblance méthodes extraction domaines algèbre méthodes méthodes domaines apprentissage résultats méthodes formes documents distributions mots problème manière article mesure qualité vraisemblance évaluation comparaison méthodes extraction résultats documents élections corpus mesure
565,Brice Olivier, tweets expérience projet anr travail mission images détection opinions cas étude besoins chercheurs science grâce données campagne entreprise opinion matière sécurité emploi prix billets article expérience usage ligne olap données intérêt type membres projet
566,David Pierrot, détection démocratisation mondialisation résultat états entreprises côté interconnexion systèmes information phénomène cybercriminalité méthode visualisation exploitation analyses flux comportements risques acteurs source flux détection travail domaine projet temps flux équipements recours traitement manuel journaux événements démonstration graphes exploitation analyses flux
567,Nouria Harbi, détection démocratisation mondialisation résultat états entreprises côté interconnexion systèmes information phénomène cybercriminalité méthode visualisation exploitation analyses flux comportements risques acteurs source flux détection travail domaine projet temps flux équipements recours traitement manuel journaux événements démonstration graphes exploitation analyses flux
568,Chiraz Latiri, approche extraction interlangues documents concepts article concept document clustering documents concepts partition documents collections evaluation collection documents clef approche contextualisation règles association termes messages characters limitation make tweet contextualization extension règles association langues service recherche information article intérêt utilité règles association langues rails domaine information règles processus fouille niveau phrase conclusions cible traductions prémisses langue source utilisation rails propositions traduction traduction termes index évaluation collection documents résultats amélioration système
569,Mohamed Chebel, approche extraction interlangues documents concepts article concept document clustering documents concepts partition documents collections evaluation collection documents clef
570,Clément Charnay, approche apprentissage séquences instance sources time information value advantage algorithm window advantage conditions
571,Morten Middelfart, adoption source interaction data sources sizes creation addition sources detailed business sources services challenge structure
572,David Taniar, don information volume volume point surprising science question motivating
573,Thomas Baudel, challenges visual transition cold importance situation research forces design approaches cities organisation habitat information communication transition aspects city design supported information help city inefficiencies optimization management extraction foremost changes housing services
574,Violaine Antoine, classification étiquettes papier version classification secm introduction données résultats théorie fonctions partition concepts partitions gain complexité nombre classes utilisation schémas fonction article relâche positivité masses croyances méthodes jeux données test méthode optimisation schéma optimisation qualité fonction
575,David Werner, classification label raisonnement indexation documents article solution classification label information système recommandation informations evaluation système recommandation jours secteurs veille charge informations système articles modélisation connaissances méthode évaluation modèle modèles notions
576,Christophe Cruz, classification label raisonnement indexation documents article solution classification label information système recommandation informations evaluation système recommandation jours secteurs veille charge informations système articles modélisation connaissances méthode évaluation modèle modèles notions
577,Mohammed Ghesmoune, flux flux données article approche stream flux méthode extension flux données manière formes données performances données
578,David Genest, cohérence données évolution maintien qualité fiabilité connaissances problème propositions intégration » données méta données article approche étude données base principe modifications jour partie base critères parties base mise jour base langage interrogation article langage générique interrogation modèle graphes interrogation interrogation » option requêtes interrogation sélection description construction graphes interrogation réponses requêtes opération homomorphisme validation carte cartes modèle influences concepts carte influences article critères carte carte contradictions critères critères vérification valident carte cohérence critères test valident carte concepteur cartes exploitation échelle profil carte réseau influences concepts modèle cartes utilisateur influence concepts cartes nombre concepts influences article notion carte carte concepts compréhension carte utilisateur vue carte échelle profil vues objectifs type utilisateur carte utilisateurs profils vue cartes carte représentation réseau influence concepts cartes dimensions article modèle cartes concepteur regroupements concepts mécanisme utilisateur vues carte
579,Pierre Maillot, cohérence données évolution maintien qualité fiabilité connaissances problème propositions intégration » données méta données article approche étude données base principe modifications jour partie base critères parties base mise jour base
580,Emmanuel Viennet, comparison modularization graphes communautés optimisation critère qualité modularité critères propriétés solutions article critères utilisons version générique optimisation partition critère réseaux partitions caractéristiques nombre formalisme différences notation critères limite résolution phénomène communautés étude qualité graphes résultats communautés prédiction réseaux article approche communautés modèle apprentissage interactions précisionla structure réseau communautés réseau expérimentations jeux données approche detection data
581,Patricia Conde-Céspedes, comparison modularization graphes communautés optimisation critère qualité modularité critères propriétés solutions article critères utilisons version générique optimisation partition critère réseaux partitions caractéristiques nombre formalisme différences notation critères limite résolution phénomène communautés étude qualité graphes résultats
582,Jean-François Marcotorchino, comparison modularization graphes communautés optimisation critère qualité modularité critères propriétés solutions article critères utilisons version générique optimisation partition critère réseaux partitions caractéristiques nombre formalisme différences notation critères limite résolution phénomène communautés étude qualité graphes résultats
583,Blaise Hanczar, précision rappel évaluation performances problèmes apprentissage performance aide mesures précision rappel mesures importance fonction contexte article comportement indices performance fonction précision rappel outil performances espace indices fonction précision rappel propriétés espace évidence avantages rapport espace précision rappel
584,Lougmiri Zekri, calcul réduction espace candidat opérateur données ensemble points espace opérateur situations calcul requêtes nombre points données papier solution réduction espace candidat méthode calcul type requêtes etude sélection collections systèmes collection function extracollection documents collection documents
585,Hadjer Belaicha, calcul réduction espace candidat opérateur données ensemble points espace opérateur situations calcul requêtes nombre points données papier solution réduction espace candidat méthode calcul type requêtes
586,Hélène Jaudoin, découverte proportions données article cadre découverte connaissances notion proportion égalité rapports attributs paires éléments notion contexte données données temps définition proportions cadre données problème extraction proportions approche équivalence paires rapport proportion travail article cadre découverte connaissances notion proportion égalité rapports attributs paires éléments notion contexte données données temps définition proportions cadre données problème extraction proportions approche équivalence paires rapport proportion travail étape extension interrogation base requêtes » étape extension interrogation base requêtes » prédiction valeurs bases notion proportion article méthode prédiction données notion deproportion cadre classification fin cas base données valeurs type requêtes présence exceptions article points sens ordre requêtes jeux données anomalies données annonces exemple erreurs exceptions points approche requêtes présence exceptions résultats intérêt anomalies fouille requêtes présence contraintes valeurs article fouilles problème requêtes termes vues présence contraintes valeurs formalisation problème réécriture cadre description problème rattache cadre découverte connaissances données exploitation cadre solutions résolution problème implémentation approche résultats intérêt approche termes capacité nombre sources données
587,Olivier Pivert, découverte proportions données article cadre découverte connaissances notion proportion égalité rapports attributs paires éléments notion contexte données données temps définition proportions cadre données problème extraction proportions approche équivalence paires rapport proportion travail article cadre découverte connaissances notion proportion égalité rapports attributs paires éléments notion contexte données données temps définition proportions cadre données problème extraction proportions approche équivalence paires rapport proportion travail étape extension interrogation base requêtes » étape extension interrogation base requêtes » prédiction valeurs bases notion proportion article méthode prédiction données notion deproportion cadre classification fin cas base données valeurs type requêtes présence exceptions article points sens ordre requêtes jeux données anomalies données annonces exemple erreurs exceptions points approche requêtes présence exceptions résultats intérêt anomalies approche base règles requêtes préférences approche corrélation traitement réponses interrogation données dimensions problème gestion réponses approches requête ajout conditions approche article appuiesur identification liens corrélation relation automatiquementou validation utilisateur ajout
588,William Correa Beltran, découverte proportions données article cadre découverte connaissances notion proportion égalité rapports attributs paires éléments notion contexte données données temps définition proportions cadre données problème extraction proportions approche équivalence paires rapport proportion travail article cadre découverte connaissances notion proportion égalité rapports attributs paires éléments notion contexte données données temps définition proportions cadre données problème extraction proportions approche équivalence paires rapport proportion travail étape extension interrogation base requêtes » étape extension interrogation base requêtes » prédiction valeurs bases notion proportion article méthode prédiction données notion deproportion cadre classification fin cas base données valeurs type
589,Jérémy Ferrero, détection correspondance concepts détection plagiat cadre détection plagiat phase comparaison documents comparaison copier article approche comparaison documents phrases textes existence mots sens mots substitution approche méthodes détection textes mots approche reformulations approches phase alignement détection regroupement style écriture texte détection plagiat accès documents sources plagiat espace cas logiciels plagiat détection article détection auteurs passage texte auteur texte théorie passages document expliquons contribution procédures limites approche détection regroupement passages document auteur méthode détection copier intersection textes construction séquences détection plagiat phase recherche détection copier article méthode comparaison principe intersection textes tableau mots séquences mots textes méthode ressources méthodes parcours textes objectif passages textes méthodes comparaison méthodes grammes
590,Alain Simac-Lejeune, détection correspondance concepts détection plagiat cadre détection plagiat phase comparaison documents comparaison copier article approche comparaison documents phrases textes existence mots sens mots substitution approche méthodes détection textes mots approche reformulations approches phase alignement détection regroupement style écriture texte détection plagiat accès documents sources plagiat espace cas logiciels plagiat détection article détection auteurs passage texte auteur texte théorie passages document expliquons contribution procédures limites approche détection regroupement passages document auteur méthode détection copier intersection textes construction séquences détection plagiat phase recherche détection copier article méthode comparaison principe intersection textes tableau mots séquences mots textes méthode ressources méthodes parcours textes objectif passages textes méthodes comparaison méthodes grammes documents segmentations extraction mots clés documents processus documents copie reformulation documentaires propriété productions enseignement recherche industrie article approche mots clés document bouclage succession découpage mots clés approche style document document détection documents mots clés extraction gestion informations construction base apprentissage concepts concept représentation idée indexation caractéristiques système traitement images index concepts lien caractéristiques concepts caractéristiques base indexation concepts fossé concordance informations machines documents interprétations définition apprentissage concept cas concept construction base apprentissage utilisateur expert connaissances segments apprentissage opération article méthode expertise expert
591,Natalia Grabar, approches situations produits santé consommation environnement experts contrôle gestion substances face volumes littérature décisions aide littérature tâche catégorisation phrases textes risque substances utilisons approches apprentissage résultats apprentissage classe mesure risque recherche information classe mesure rappel approches subjectivité discours traces incertitude émotions acteurs usagers domaine médecins patients catégorie niveau maîtrise domaine écrits subjectivité étude subjectivité textes langue médecins articles rapports cliniques patients messages santé emploi incertitude marques smileys termes traitements procédures annotation catégorisation spécificités discours
592,Niña Kerry, approches situations produits santé consommation environnement experts contrôle gestion substances face volumes littérature décisions aide littérature tâche catégorisation phrases textes risque substances utilisons approches apprentissage résultats apprentissage classe mesure risque recherche information classe mesure rappel approches
593,Zakia Kazi-aoul, échantillonnage flux données nowadays special alternative paper based
594,Amel Bouzeghoub, échantillonnage flux données nowadays special alternative paper based
595,Fethi Belghaouti, échantillonnage flux données nowadays special alternative paper based
596,Mustapha Kamel Abdi, etude sélection collections systèmes collection function extracollection documents collection documents
597,Kheira Mechach, etude sélection collections systèmes collection function extracollection documents collection documents
598,Chengcheng Mu, extraction chemins domaine motifs chemins conférence contexte fouille sommets attributs implémentation type motifs résultat solution extraction structures chemins performance ordres magnitude jeux données données usage chemins
599,Jérémy Sanhes, extraction chemins domaine motifs chemins conférence contexte fouille sommets attributs implémentation type motifs résultat solution extraction structures chemins performance ordres magnitude jeux données données usage chemins extraction motifs présence automorphisme noeuds attributs données monde type structure fouille exploration lastructure identification explosion graphes présence performances fouille article méthode fouille motifs explosion graphes motifs extraction motifs domaines papier domaine motif chemins conséquence contraintes exemple fréquence compacité solutions représentation efficacité passage échelle extraction motifs arbres extraction motifs tâche fouille données découverte ensembles travaux motifs séquences arbres article méthode fouille données types motifs collection arbres arbres arbres noeuds ensembles attributs extraction motifs arbres ensembles recherche arbres espace recherche extraction arbres motifs jeux données
600,Elisabeth Métais, extraction intérêt utilisateurs attributs systèmes recommandations systèmes recommandation informations utilisateurs travail système recommandation concepts données factorisation matrices données conséquent précision recommandations prévisions proposition processus profondeur intérêts utilisateurs attributs utilisons expérimentations jeu données base données travail résultats précision recommandations niveau abstraction domaine passage échelle système désuffixation langage
601,R. Trinquart, feedback marketing apprentissage apparition écosystème puissance opportunité domaine écosystème réponse question temps calcul entrepôt apprentissage reduce rapport portage utilisation expérience difficultés pratiques amélioration
602,C. Thao, feedback marketing apprentissage apparition écosystème puissance opportunité domaine écosystème réponse question temps calcul entrepôt apprentissage reduce rapport portage utilisation expérience difficultés pratiques amélioration
603,Olivier Faber, outil imputation valeurs données hydrologie statistiques périodes interprétation données article données données méthode correction outil données séries débits stations
604,Renaud Hostache, outil imputation valeurs données hydrologie statistiques périodes interprétation données article données données méthode correction outil données séries débits stations
605,Ivonne Trebs, outil imputation valeurs données hydrologie statistiques périodes interprétation données article données données méthode correction outil données séries débits stations
606,Laura Giustarini, outil imputation valeurs données hydrologie statistiques périodes interprétation données article données données méthode correction outil données séries débits stations
607,Fadhela Kerdjoudj, gestion incertitude cadre extraction connaissances texte representation methods lot text information question information extraction issue
608,Chantal Reynaud-Delaître, adaptation dynamiques ontologies rôle systèmes information vertu évolution connaissances éléments sujets modification maintenance validité article adaptation approche explication informations évolution adaptations validation domaine associés
609,Cédric Pruski, adaptation dynamiques ontologies rôle systèmes information vertu évolution connaissances éléments sujets modification maintenance validité article adaptation approche explication informations évolution adaptations validation domaine associés
610,Mihaela Juganaru-Mathieu, identification auteurs apprentissage documents auteur problème authentification auteurs texte auteur problème approches comptage vote apprentissage modèles représentation documents expérimentations collections compétition clef intérêt approches performance termes temps traitement
611,Jordan Frery, identification auteurs apprentissage documents auteur problème authentification auteurs texte auteur problème approches comptage vote apprentissage modèles représentation documents expérimentations collections compétition clef intérêt approches performance termes temps traitement
612,Anne Boyer, identification utilisateurs systèmes recommandation performances approche recommandation recommandations utilisateurs utilisateurs préférences identification amont tâche recommandation mesures préférences utilisateur évaluation mesures art utilisateurs recommandations extraction règles épisodes séquences messages réseaux source informations fouille prédiction informations article informations biais identification épisodes utilisation médiation domaines modèles utilisateurs ressources services personnalisation modèles utilisateurs quantité utilisateurs modélisation qualité service nombre services problème utilisateurs article domaines modèles utilisateurs complétion modèles données domaine médiation transfert informations domaines transfert utilisation couples couples descripteurs enrichissement modèles transfert forme deressources complétion qualité exploitation couverture qualité transfert domaines
613,Armelle Brun, identification utilisateurs systèmes recommandation performances approche recommandation recommandations utilisateurs utilisateurs préférences identification amont tâche recommandation mesures préférences utilisateur évaluation mesures art utilisateurs recommandations extraction règles épisodes séquences messages réseaux source informations fouille prédiction informations article informations biais identification épisodes utilisation médiation domaines modèles utilisateurs ressources services personnalisation modèles utilisateurs quantité utilisateurs modélisation qualité service nombre services problème utilisateurs article domaines modèles utilisateurs complétion modèles données domaine médiation transfert informations domaines transfert utilisation couples couples descripteurs enrichissement modèles transfert forme deressources complétion qualité exploitation couverture qualité transfert domaines
614,Benjamin Gras, identification utilisateurs systèmes recommandation performances approche recommandation recommandations utilisateurs utilisateurs préférences identification amont tâche recommandation mesures préférences utilisateur évaluation mesures art utilisateurs recommandations
615,Driss Aboutajdine, apport approche entités langue entités langue applications traitement langues traduction article chaîne entités étude spécificités langue entités article accent choix ambiguïtés langue exploitant technologies langues classification estimation travail outil reconnaissance cibles signature forme pose cible tâche cadre article fonction recherche images exemple information images information pose indexation images phase sélection images candidates méthode estimation axe symétrique cible méthode techniques tâche classification proches information pose régression svm classification images classification images importance exemple navigation fonds offre capacités imagerie capteurs milieu classification type données difficultés raison imprécisions incertitudes approches résultats imperfections données type données théorie ensembles théorie fonctions machines supports classification automatique vues simplicité capacités généralisation approche compte imprécisions incertitudes coeur classification régression modélisation imperfections application approche données cadre classification images amélioration performance taille
616,Meryem Talha, apport approche entités langue entités langue applications traitement langues traduction article chaîne entités étude spécificités langue entités article accent choix ambiguïtés langue exploitant technologies langues
617,Siham Boulaknadel, apport approche entités langue entités langue applications traitement langues traduction article chaîne entités étude spécificités langue entités article accent choix ambiguïtés langue exploitant technologies langues amélioration performance taille
618,Georgis Christos, leveragingweb services perception agents intrinsic surface pollution interactions real existing applications networks applications thorough context based valuation decisions
619,Stavrakas Yannis, leveragingweb services perception agents intrinsic surface pollution interactions real existing applications networks applications thorough context based valuation decisions
620,Athanasiadis Marios - Lazaros, leveragingweb services perception agents intrinsic surface pollution interactions real existing applications networks applications thorough context based valuation decisions
621,Troullinos Michalis, leveragingweb services perception agents intrinsic surface pollution interactions real existing applications networks applications thorough context based valuation decisions
622,Fundulaki Irini, leveragingweb services perception agents intrinsic surface pollution interactions real existing applications networks applications thorough context based valuation decisions
623,Tsitsanis Anastasios, leveragingweb services perception agents intrinsic surface pollution interactions real existing applications networks applications thorough context based valuation decisions
624,Papantoniou Katerina, leveragingweb services perception agents intrinsic surface pollution interactions real existing applications networks applications thorough context based valuation decisions
625,Ioanna Giannopoulou, data annotation fusion evaluation article approche fusion données utilisation informations qualité données conflits valeurs
626,Torben Bach Pedersen, concepts dimensions business intelligence transport science similarities business intelligence volume
627,Yuichiro Kase, classes label classification approach documents documents distribution linear make
628,Takao Miura, classes label classification approach documents documents distribution linear make
629,Tugdual Sarazin, modèle biclustering main task machine observations approches clustering report performance cores examples practice performance
630,Meriem Amina Zingla, approche contextualisation règles association termes messages characters limitation make tweet contextualization extension
631,Mohamed Ettaleb, approche contextualisation règles association termes messages characters limitation make tweet contextualization extension
632,Yahia Slimani, approche contextualisation règles association termes messages characters limitation make tweet contextualization extension
633,François Role, exploitation classification systèmes prédiction utilisateurs systèmes factorisation approches type approches temps calcul partie problèmes classification nature gestion ensembles utilisateurs travaux compte données travail gestion données exploitation classification domaine systèmes recommandation représentations base interprétation groupes utilisateurs groupe ppmi étude valeurs
634,Aghiles Salah, exploitation classification systèmes prédiction utilisateurs systèmes factorisation approches type approches temps calcul partie problèmes classification nature gestion ensembles utilisateurs travaux compte données travail gestion données exploitation classification domaine systèmes recommandation représentations base interprétation groupes utilisateurs groupe
635,Nicoleta Rogovschi, exploitation classification systèmes prédiction utilisateurs systèmes factorisation approches type approches temps calcul partie problèmes classification nature gestion ensembles utilisateurs travaux compte données travail gestion données exploitation classification domaine systèmes recommandation représentations base interprétation groupes utilisateurs groupe classification données article carte auto analyseet classification données mélanges carte probabiliste estimation paramètres aide apprentissage fonction données résultats classification modélisation pondération classification données article approche classification pondération binaire processus apprentissage modèle cartes apprentissage mécanisme pondération poids influence apprentissage prototypes manière classification données approche données données
636,Bertjan Broeksema, proposition outil article outil réduction représentation données classes originalité outil modifications projection grâce contrôles utilisateur préférences changement temps méthode utilisateur exemple intérêt outil
637,Bruno Crémilleux, qualité complexité évaluation mesures intérêt hypothèses modèle données informations données forces fouille données article ajustement données méthodes découverte motifs qualité complexité lien données mesures intérêt motifs évaluation formulons motifs méthode extraction complexité évaluation interrelation motifs méthode extraction lumière complexité évaluation méthodes découverte motifs fréquence découverte approche motifs préférences utilisateur relation article notion souplesse motifs méthode extraction méthode programmation approche étude cas découverte motifs delta extraction motifs tâche défi nombre motifs produits article approche motifs fréquence extension notion motifs problème séquences motifs delta produits nombre usages processus fouille apport contexte classification séquences motifs découverte motifs aires article découverte contraintes satisfaction contraintes niveau fouille données approche extraction motifs contraintes aires exploitant utilisateur aires solveur solutions approche progrès extraction motifs manière motifs découverte motifs buts utilisateur expériences faisabilité approche extraction motifs article extraction motifs contraintes fréquence vérification comparaisons motifs localisation motifs intérêt motifs regard critère utilisateur article méthode extraction motifs contraintes méthode méthode relaxation appliquons extraction motifs mesure intérêt expérimentations efficacité représentation motifs motifs caractéristiques classe distinctions classes classifieurs aide diagnostic cause problème représentation motifs tâches données représentation motifs motifs taux croissance représentation idée résultats représentations motifs représentation méthode oeuvre motifs taux croissance motifs motifs succès collaboration société philips
